"inc_borough","cong_dist","al_source_desc","al_index_desc","highest_al_level","inc_class_group","inc_resp_min_qy","engines_assigned","ladders_assigned","others_units_assigned","emergency_min_qy","day_type","working_hour","time_of_day","tua_is_one"
"Manhattan","13","EMS","Initial Alarm","First Alarm","M_E",6.21666666666667,1,0,0,5.16666666666667,"Weekday","FALSE","Night","TRUE"
"Queens","5","PHONE","DEFAULT RECORD","First Alarm","NonM_E",9.85,2,1,0,17.65,"Weekday","FALSE","Night","FALSE"
"Queens","5","EMS","Initial Alarm","First Alarm","M_E",8.96666666666667,1,0,0,4.65,"Weekday","FALSE","Night","TRUE"
"Brooklyn","10","PHONE","Initial Alarm","First Alarm","NonM_E",4.98333333333333,1,1,0,7.51666666666667,"Weekday","FALSE","Night","FALSE"
"Manhattan","10","EMS-911","Initial Alarm","First Alarm","M_E",5.46666666666667,0,0,1,7.95,"Weekday","FALSE","Night","TRUE"
"Brooklyn","8","PHONE","Initial Alarm","First Alarm","NonM_E",4.81666666666667,0,1,0,9.8,"Weekday","FALSE","Night","TRUE"
"Queens","6","EMS","Initial Alarm","First Alarm","M_E",5.33333333333333,1,0,0,7.6,"Weekday","FALSE","Night","TRUE"
"Brooklyn","8","EMS","Initial Alarm","First Alarm","M_E",5.8,1,0,0,8.78333333333333,"Weekday","FALSE","Night","TRUE"
"Queens","6","EMS","Initial Alarm","First Alarm","M_E",7.01666666666667,1,0,0,169.95,"Weekday","FALSE","Night","TRUE"
"Manhattan","10","PHONE","Initial Alarm","First Alarm","NonM_E",7.18333333333333,0,1,0,20.5833333333333,"Weekday","FALSE","Night","TRUE"
"Manhattan","12","PHONE","DEFAULT RECORD","First Alarm","NonM_MFAs",7.26666666666667,1,0,0,1.38333333333333,"Weekday","FALSE","Night","TRUE"
"Brooklyn","9","CLASS-3","Initial Alarm","First Alarm","NonM_E",4.81666666666667,3,2,1,10.5,"Weekday","FALSE","Night","FALSE"
"Brooklyn","7","EMS","Initial Alarm","First Alarm","M_E",6.28333333333333,1,0,0,52.2666666666667,"Weekday","FALSE","Night","TRUE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",6.16666666666667,0,1,0,10.9666666666667,"Weekday","FALSE","Night","TRUE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",4.13333333333333,2,2,1,7.58333333333333,"Weekday","FALSE","Night","FALSE"
"Queens","6","EMS-911","Initial Alarm","First Alarm","M_E",8.83333333333333,1,0,0,8.66666666666667,"Weekday","FALSE","Night","TRUE"
"Brooklyn","9","EMS","DEFAULT RECORD","First Alarm","M_E",6,1,0,0,3.73333333333333,"Weekday","FALSE","Night","TRUE"
"Bronx","15","EMS","Initial Alarm","First Alarm","M_E",8.16666666666667,1,0,0,58.5,"Weekday","FALSE","Night","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","S_F",4.88333333333333,3,2,1,17.3833333333333,"Weekday","FALSE","Night","FALSE"
"Brooklyn","8","EMS","Initial Alarm","First Alarm","M_E",7.95,1,0,0,27.6,"Weekday","FALSE","Night","TRUE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",5.56666666666667,0,1,0,80.1333333333333,"Weekday","FALSE","Night","TRUE"
"Queens","3","CLASS-3","Initial Alarm","First Alarm","NonM_E",7.13333333333333,3,2,1,17.4833333333333,"Weekday","FALSE","Night","FALSE"
"Bronx","14","PHONE","Others","NonFirst Alarm","S_F",5.06666666666667,12,7,17,396.583333333333,"Weekday","FALSE","Night","FALSE"
"Manhattan","13","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.36666666666667,4,2,1,7.61666666666667,"Weekday","FALSE","Night","FALSE"
"Bronx","14","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.05,0,1,2,7.2,"Weekday","FALSE","Night","FALSE"
"Brooklyn","7","Others","Initial Alarm","First Alarm","NonM_E",9.28333333333333,3,2,1,19.35,"Weekday","FALSE","Night","FALSE"
"Brooklyn","8","EMS","Initial Alarm","First Alarm","M_E",6.28333333333333,1,0,0,14.1166666666667,"Weekday","FALSE","Night","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.38333333333333,1,1,0,12.0166666666667,"Weekday","FALSE","Night","FALSE"
"Bronx","15","EMS","Initial Alarm","First Alarm","M_E",5.3,1,0,0,58.7666666666667,"Weekday","FALSE","Night","TRUE"
"Bronx","13","EMS-911","Initial Alarm","First Alarm","M_E",12.65,1,0,0,7.7,"Weekday","FALSE","Night","TRUE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",5.76666666666667,1,1,0,11.0666666666667,"Weekday","FALSE","Night","FALSE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",2.88333333333333,0,1,0,19.6,"Weekday","FALSE","Night","TRUE"
"Bronx","14","PHONE","Initial Alarm","First Alarm","NonM_E",6.23333333333333,1,1,0,5.9,"Weekday","FALSE","Night","FALSE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",7,2,2,0,15.3,"Weekday","FALSE","Night","FALSE"
"Brooklyn","10","PHONE","Initial Alarm","First Alarm","NonM_E",7.65,2,2,1,9.93333333333333,"Weekday","FALSE","Night","FALSE"
"Brooklyn","8","PHONE","Initial Alarm","First Alarm","NonM_E",4.5,1,1,0,5.35,"Weekday","FALSE","Night","FALSE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.9,1,0,1,7.11666666666667,"Weekday","FALSE","Night","FALSE"
"Brooklyn","8","PHONE","Initial Alarm","First Alarm","NonM_E",5.4,0,1,0,21.4333333333333,"Weekday","FALSE","Night","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.6,2,2,0,6.66666666666667,"Weekday","FALSE","Night","FALSE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",6.53333333333333,0,1,0,33.9333333333333,"Weekday","FALSE","Night","TRUE"
"Queens","5","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.73333333333333,3,2,1,10.55,"Weekday","FALSE","Night","FALSE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",5.18333333333333,1,1,0,8.71666666666667,"Weekday","FALSE","Night","FALSE"
"Bronx","14","PHONE","Initial Alarm","First Alarm","NonM_E",8.58333333333333,3,2,1,16.1833333333333,"Weekday","FALSE","Night","FALSE"
"Bronx","14","PHONE","Initial Alarm","First Alarm","NonM_E",7.43333333333333,2,3,2,162.8,"Weekday","FALSE","Night","FALSE"
"Queens","5","EMS-911","Initial Alarm","First Alarm","M_E",9.16666666666667,1,0,0,9.1,"Weekday","FALSE","Night","TRUE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",8.15,0,1,0,8.9,"Weekday","FALSE","Night","TRUE"
"Brooklyn","9","PHONE","Initial Alarm","First Alarm","NonM_E",4.23333333333333,3,2,2,14.7333333333333,"Weekday","FALSE","Night","FALSE"
"Queens","5","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.95,1,1,0,7.81666666666667,"Weekday","FALSE","Night","FALSE"
"Queens","5","CLASS-3","Initial Alarm","First Alarm","NonM_E",7.28333333333333,1,1,0,9.3,"Weekday","FALSE","Night","FALSE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",7.25,0,1,0,6.81666666666667,"Weekday","FALSE","Night","TRUE"
"Brooklyn","9","EMS","Initial Alarm","First Alarm","M_E",6.9,1,0,0,14.1166666666667,"Weekday","FALSE","Night","TRUE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",5.68333333333333,2,2,1,8.73333333333333,"Weekday","FALSE","Night","FALSE"
"Brooklyn","9","PHONE","Initial Alarm","First Alarm","NonM_E",3.15,1,1,0,12.2333333333333,"Weekday","FALSE","Night","FALSE"
"Queens","14","EMS-911","DEFAULT RECORD","First Alarm","M_E",7.91666666666667,1,0,0,3.51666666666667,"Weekday","FALSE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.8,1,0,1,5.06666666666667,"Weekday","FALSE","Morning","FALSE"
"Queens","5","CLASS-3","Initial Alarm","First Alarm","NonM_E",4.81666666666667,3,3,1,7.31666666666667,"Weekday","FALSE","Morning","FALSE"
"Queens","3","CLASS-3","Initial Alarm","First Alarm","NonM_E",7.71666666666667,1,1,0,6.96666666666667,"Weekday","FALSE","Morning","FALSE"
"Bronx","13","PHONE","Initial Alarm","First Alarm","NonM_E",7.48333333333333,0,1,0,4.91666666666667,"Weekday","FALSE","Morning","TRUE"
"Queens","6","PHONE","Initial Alarm","First Alarm","NonM_E",10.8166666666667,1,1,0,36.75,"Weekday","FALSE","Morning","FALSE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",7.61666666666667,0,1,0,2.08333333333333,"Weekday","FALSE","Morning","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",7.83333333333333,2,2,1,29.2,"Weekday","FALSE","Morning","FALSE"
"Manhattan","12","EMS","Initial Alarm","First Alarm","M_E",8.9,1,0,0,19.45,"Weekday","FALSE","Morning","TRUE"
"Brooklyn","8","PHONE","Initial Alarm","First Alarm","NonM_E",7.51666666666667,0,1,0,9.23333333333333,"Weekday","FALSE","Morning","TRUE"
"Bronx","13","PHONE","Initial Alarm","First Alarm","NonM_E",7.5,1,1,0,30.5,"Weekday","FALSE","Morning","FALSE"
"Queens","5","Others","Initial Alarm","First Alarm","NonM_E",7.15,1,1,0,6.71666666666667,"Weekday","FALSE","Morning","FALSE"
"Brooklyn","8","EMS-911","DEFAULT RECORD","First Alarm","M_E",5.33333333333333,1,0,0,9.53333333333333,"Weekday","FALSE","Morning","TRUE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",6.76666666666667,1,1,5,176.433333333333,"Weekday","FALSE","Morning","FALSE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",9.3,0,1,0,19.3166666666667,"Weekday","FALSE","Morning","TRUE"
"Bronx","14","EMS","Initial Alarm","First Alarm","NonM_E",8.45,2,2,2,28.1833333333333,"Weekday","FALSE","Morning","FALSE"
"Brooklyn","8","EMS","Initial Alarm","First Alarm","M_E",4.26666666666667,1,0,0,10.45,"Weekday","FALSE","Morning","TRUE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",6.36666666666667,0,1,0,5,"Weekday","FALSE","Morning","TRUE"
"Staten Island","11","EMS","Initial Alarm","First Alarm","M_E",4.01666666666667,1,0,0,52.4833333333333,"Weekday","FALSE","Morning","TRUE"
"Brooklyn","9","EMS","Initial Alarm","First Alarm","M_E",5.53333333333333,1,0,0,18.35,"Weekday","FALSE","Morning","TRUE"
"Manhattan","13","EMS-911","Initial Alarm","First Alarm","M_E",5.13333333333333,1,0,0,78.5166666666667,"Weekday","FALSE","Morning","TRUE"
"Bronx","15","PHONE","DEFAULT RECORD","First Alarm","NonM_MFAs",7.08333333333333,1,0,0,2.13333333333333,"Weekday","FALSE","Morning","TRUE"
"Bronx","15","CLASS-3","Initial Alarm","First Alarm","S_F",6.11666666666667,1,1,1,10.8,"Weekday","FALSE","Morning","FALSE"
"Manhattan","10","CLASS-3","Initial Alarm","First Alarm","NonM_E",9.03333333333333,1,0,1,14.0666666666667,"Weekday","FALSE","Morning","FALSE"
"Queens","7","PHONE","Initial Alarm","First Alarm","NonM_E",5.26666666666667,1,0,0,2.33333333333333,"Weekday","FALSE","Morning","TRUE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",6.16666666666667,3,2,1,39.35,"Weekday","FALSE","Morning","FALSE"
"Manhattan","10","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.78333333333333,1,0,1,18.2333333333333,"Weekday","FALSE","Morning","FALSE"
"Manhattan","10","PHONE","Initial Alarm","First Alarm","NonM_E",5.65,1,1,2,43.55,"Weekday","FALSE","Morning","FALSE"
"Brooklyn","10","EMS","DEFAULT RECORD","First Alarm","M_E",4.81666666666667,1,0,0,7.91666666666667,"Weekday","FALSE","Morning","TRUE"
"Queens","14","EMS","Initial Alarm","First Alarm","M_E",11.2333333333333,1,0,0,12.55,"Weekday","FALSE","Morning","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",8.78333333333333,0,1,0,35.0333333333333,"Weekday","FALSE","Morning","TRUE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",3.23333333333333,0,1,0,7.26666666666667,"Weekday","FALSE","Morning","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",5.35,0,1,0,17.9666666666667,"Weekday","FALSE","Morning","TRUE"
"Queens","7","PHONE","Initial Alarm","First Alarm","NonM_E",7.28333333333333,0,1,0,26.8166666666667,"Weekday","FALSE","Morning","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",9.45,0,1,0,24.55,"Weekday","FALSE","Morning","TRUE"
"Manhattan","13","EMS-911","Initial Alarm","First Alarm","M_E",5.7,1,0,0,108.566666666667,"Weekday","TRUE","Morning","TRUE"
"Queens","6","CLASS-3","DEFAULT RECORD","First Alarm","NonM_MFAs",6.56666666666667,3,2,1,1.95,"Weekday","TRUE","Morning","FALSE"
"Manhattan","10","PHONE","Initial Alarm","First Alarm","NonM_E",8.36666666666667,0,1,0,34.6833333333333,"Weekday","TRUE","Morning","TRUE"
"Manhattan","13","EMS","Initial Alarm","First Alarm","M_E",4.86666666666667,1,0,0,4,"Weekday","TRUE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",6,1,2,1,25.8,"Weekday","TRUE","Morning","FALSE"
"Bronx","14","Others","Initial Alarm","First Alarm","NonM_E",8.08333333333333,3,2,1,24.6666666666667,"Weekday","TRUE","Morning","FALSE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",15.7333333333333,0,1,0,2.78333333333333,"Weekday","TRUE","Morning","TRUE"
"Queens","6","CLASS-3","Initial Alarm","First Alarm","NonM_E",2.56666666666667,3,2,1,10.1166666666667,"Weekday","TRUE","Morning","FALSE"
"Manhattan","13","EMS","Initial Alarm","First Alarm","M_E",6.05,1,0,0,53.5,"Weekday","TRUE","Morning","TRUE"
"Staten Island","11","PHONE","Initial Alarm","First Alarm","NonM_E",5.98333333333333,1,0,0,6.46666666666667,"Weekday","TRUE","Morning","TRUE"
"Bronx","15","Others","Initial Alarm","First Alarm","NonM_E",0.916666666666667,0,1,0,4.85,"Weekday","TRUE","Morning","TRUE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",5.65,1,0,0,6.15,"Weekday","TRUE","Morning","TRUE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",6.6,2,2,1,11.9,"Weekday","TRUE","Morning","FALSE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",5.55,3,2,1,71.35,"Weekday","TRUE","Morning","FALSE"
"Manhattan","12","EMS","Initial Alarm","First Alarm","M_E",3.95,1,0,0,49.1833333333333,"Weekday","TRUE","Morning","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",6.03333333333333,2,2,1,24.8166666666667,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","9","EMS","DEFAULT RECORD","First Alarm","M_E",4.48333333333333,1,0,0,12.9166666666667,"Weekday","TRUE","Morning","TRUE"
"Bronx","13","PHONE","Initial Alarm","First Alarm","NonM_E",11.1166666666667,0,1,0,14.6833333333333,"Weekday","TRUE","Morning","TRUE"
"Queens","6","EMS","Initial Alarm","First Alarm","M_E",7.53333333333333,1,0,0,10.6333333333333,"Weekday","TRUE","Morning","TRUE"
"Brooklyn","7","CLASS-3","Initial Alarm","First Alarm","NonM_E",3,1,1,1,16.9833333333333,"Weekday","TRUE","Morning","FALSE"
"Manhattan","10","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.93333333333333,1,1,1,33.3,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","8","EMS-911","Initial Alarm","First Alarm","M_E",4.95,1,0,0,28.6333333333333,"Weekday","TRUE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",13.95,1,1,1,23.0333333333333,"Weekday","TRUE","Morning","FALSE"
"Staten Island","11","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.58333333333333,3,2,1,24.0666666666667,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","10","PHONE","Initial Alarm","First Alarm","NonM_E",5.33333333333333,0,1,0,60.35,"Weekday","TRUE","Morning","TRUE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",5.91666666666667,2,2,1,9.38333333333333,"Weekday","TRUE","Morning","FALSE"
"Manhattan","12","EMS","Initial Alarm","First Alarm","M_E",4.33333333333333,1,0,0,32.6333333333333,"Weekday","TRUE","Morning","TRUE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",4.5,1,1,8,14.9333333333333,"Weekday","TRUE","Morning","FALSE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",5.46666666666667,0,1,0,16.1666666666667,"Weekday","TRUE","Morning","TRUE"
"Bronx","13","EMS","Initial Alarm","First Alarm","M_E",8.33333333333333,1,0,0,23.5333333333333,"Weekday","TRUE","Morning","TRUE"
"Brooklyn","7","EMS","Initial Alarm","First Alarm","M_E",5.08333333333333,1,0,0,12.1333333333333,"Weekday","TRUE","Morning","TRUE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",3.06666666666667,1,2,0,40.7833333333333,"Weekday","TRUE","Morning","FALSE"
"Queens","5","EMS","Initial Alarm","First Alarm","M_E",5.35,1,0,0,10.8,"Weekday","TRUE","Morning","TRUE"
"Brooklyn","8","EMS","Initial Alarm","First Alarm","M_E",6.55,1,0,0,46.6166666666667,"Weekday","TRUE","Morning","TRUE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",9.4,0,1,0,21.7,"Weekday","TRUE","Morning","TRUE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",7.41666666666667,0,1,0,35.0833333333333,"Weekday","TRUE","Morning","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",6.73333333333333,2,2,1,17.0333333333333,"Weekday","TRUE","Morning","FALSE"
"Bronx","15","PHONE","DEFAULT RECORD","First Alarm","NonM_MFAs",20.45,0,0,2,1.25,"Weekday","TRUE","Morning","FALSE"
"Bronx","15","CLASS-3","DEFAULT RECORD","First Alarm","NonM_MFAs",5.5,2,2,2,2,"Weekday","TRUE","Morning","FALSE"
"Manhattan","12","EMS-911","Initial Alarm","First Alarm","M_E",3.53333333333333,1,0,0,85.9166666666667,"Weekday","TRUE","Morning","TRUE"
"Bronx","14","PHONE","Initial Alarm","First Alarm","NonM_E",7.06666666666667,1,1,0,18.3,"Weekday","TRUE","Morning","FALSE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",2.83333333333333,1,1,0,26.9833333333333,"Weekday","TRUE","Morning","FALSE"
"Staten Island","11","CLASS-3","Initial Alarm","First Alarm","NonM_E",3.96666666666667,1,1,1,18.8666666666667,"Weekday","TRUE","Morning","FALSE"
"Queens","5","PHONE","Initial Alarm","First Alarm","NonM_E",10.4,2,0,0,41.5833333333333,"Weekday","TRUE","Morning","FALSE"
"Staten Island","11","PHONE","Initial Alarm","First Alarm","NonM_E",18.3333333333333,1,0,0,0.333333333333333,"Weekday","TRUE","Morning","TRUE"
"Bronx","15","CLASS-3","Initial Alarm","First Alarm","NonM_E",4.61666666666667,1,1,1,34.3666666666667,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","9","EMS","Initial Alarm","First Alarm","M_E",5.16666666666667,1,0,0,16.4333333333333,"Weekday","TRUE","Morning","TRUE"
"Staten Island","11","CLASS-3","Initial Alarm","First Alarm","S_F",7.86666666666667,3,2,1,7.21666666666667,"Weekday","TRUE","Morning","FALSE"
"Bronx","13","PHONE","Initial Alarm","First Alarm","NonM_E",8.48333333333333,1,1,1,40.0666666666667,"Weekday","TRUE","Morning","FALSE"
"Manhattan","10","CLASS-3","Initial Alarm","First Alarm","NonM_E",4.56666666666667,1,1,0,15.8666666666667,"Weekday","TRUE","Morning","FALSE"
"Queens","7","EMS","Initial Alarm","First Alarm","M_E",6.51666666666667,1,0,0,14.3333333333333,"Weekday","TRUE","Morning","TRUE"
"Bronx","13","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.66666666666667,1,1,1,2.2,"Weekday","TRUE","Morning","FALSE"
"Manhattan","12","PHONE","Others","NonFirst Alarm","S_F",6.25,7,6,13,173.616666666667,"Weekday","TRUE","Morning","FALSE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",8.56666666666667,0,1,0,18.3833333333333,"Weekday","TRUE","Morning","TRUE"
"Brooklyn","7","EMS","Initial Alarm","First Alarm","M_E",5.15,1,0,0,12.3833333333333,"Weekday","TRUE","Morning","TRUE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",6.38333333333333,2,1,1,8.58333333333333,"Weekday","TRUE","Morning","FALSE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonS_F",6.6,1,1,0,30.55,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","7","EMS","Initial Alarm","First Alarm","M_E",5.16666666666667,1,0,0,16.7,"Weekday","TRUE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",20.1666666666667,1,1,1,13.25,"Weekday","TRUE","Morning","FALSE"
"Manhattan","13","EMS-911","Initial Alarm","First Alarm","M_E",6.11666666666667,1,1,3,12.45,"Weekday","TRUE","Morning","FALSE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",15.6833333333333,0,1,0,19.5,"Weekday","TRUE","Morning","TRUE"
"Manhattan","13","PHONE","Initial Alarm","First Alarm","NonM_E",15.5,0,2,0,10.4166666666667,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","10","PHONE","Others","NonFirst Alarm","S_F",2.96666666666667,5,4,7,126.016666666667,"Weekday","TRUE","Morning","FALSE"
"Staten Island","11","EMS","Initial Alarm","First Alarm","M_E",4.43333333333333,1,0,0,27.4166666666667,"Weekday","TRUE","Morning","TRUE"
"Queens","3","PHONE","Initial Alarm","First Alarm","NonM_E",3.65,1,1,0,9.63333333333333,"Weekday","TRUE","Morning","FALSE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",12.5833333333333,1,1,0,33.35,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",3.48333333333333,2,2,1,3.6,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",5.41666666666667,4,2,2,4.1,"Weekday","TRUE","Morning","FALSE"
"Queens","5","CLASS-3","Initial Alarm","First Alarm","NonM_E",3.43333333333333,1,1,0,38.4666666666667,"Weekday","TRUE","Morning","FALSE"
"Bronx","15","EMS-911","Initial Alarm","First Alarm","M_E",17.15,1,0,0,50.1333333333333,"Weekday","TRUE","Morning","TRUE"
"Bronx","13","PHONE","Initial Alarm","First Alarm","NonM_E",7.36666666666667,0,1,0,33.75,"Weekday","TRUE","Morning","TRUE"
"Bronx","14","EMS-911","Initial Alarm","First Alarm","M_E",9.06666666666667,1,0,0,31.45,"Weekday","TRUE","Morning","TRUE"
"Bronx","15","EMS-911","Initial Alarm","First Alarm","M_E",11.1333333333333,1,0,0,38.2,"Weekday","TRUE","Morning","TRUE"
"Queens","7","PHONE","Initial Alarm","First Alarm","NonM_E",3.51666666666667,3,2,1,2.48333333333333,"Weekday","TRUE","Morning","FALSE"
"Queens","6","PHONE","Initial Alarm","First Alarm","NonM_E",5.75,1,1,0,28.9,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","8","PHONE","Initial Alarm","First Alarm","NonM_E",20.3166666666667,1,0,0,29.4666666666667,"Weekday","TRUE","Morning","TRUE"
"Brooklyn","8","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.35,1,1,1,5.2,"Weekday","TRUE","Morning","FALSE"
"Queens","5","EMS","Initial Alarm","First Alarm","M_E",3.35,1,0,0,7.95,"Weekday","TRUE","Morning","TRUE"
"Manhattan","12","PHONE","Initial Alarm","First Alarm","NonM_E",5.51666666666667,2,1,1,41.8,"Weekday","TRUE","Morning","FALSE"
"Bronx","13","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.71666666666667,1,1,0,1.36666666666667,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","10","PHONE","Initial Alarm","First Alarm","NonM_E",3.8,2,2,1,27.1666666666667,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","7","PHONE","Initial Alarm","First Alarm","NonM_E",11.4,0,1,0,1.76666666666667,"Weekday","TRUE","Morning","TRUE"
"Queens","5","EMS","Initial Alarm","First Alarm","M_E",2.83333333333333,1,0,0,29.5666666666667,"Weekday","TRUE","Morning","TRUE"
"Queens","6","CLASS-3","Initial Alarm","First Alarm","S_F",8.21666666666667,1,1,0,25.3333333333333,"Weekday","TRUE","Morning","FALSE"
"Queens","3","EMS-911","DEFAULT RECORD","First Alarm","M_E",6.03333333333333,1,0,0,11.4833333333333,"Weekday","TRUE","Morning","TRUE"
"Staten Island","11","EMS","Initial Alarm","First Alarm","M_E",4.96666666666667,1,0,0,10.8166666666667,"Weekday","TRUE","Morning","TRUE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",1.83333333333333,1,1,0,10.9666666666667,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","9","PHONE","Initial Alarm","First Alarm","NonM_E",5.71666666666667,2,2,1,11.4333333333333,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","8","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.1,3,2,1,9.4,"Weekday","TRUE","Morning","FALSE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",7.11666666666667,1,0,0,7.23333333333333,"Weekday","TRUE","Morning","TRUE"
"Bronx","15","PHONE","Initial Alarm","First Alarm","NonM_E",6.85,2,1,1,12.4833333333333,"Weekday","TRUE","Morning","FALSE"
"Bronx","14","EMS-911","Initial Alarm","First Alarm","M_E",8.6,1,1,0,30.7833333333333,"Weekday","TRUE","Morning","FALSE"
"Manhattan","10","CLASS-3","Initial Alarm","First Alarm","NonM_E",4.35,1,1,1,20.8333333333333,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","7","EMS","Initial Alarm","First Alarm","M_E",6.25,1,0,0,41.9833333333333,"Weekday","TRUE","Morning","TRUE"
"Queens","6","EMS","DEFAULT RECORD","First Alarm","M_E",6.98333333333333,1,0,0,0.116666666666667,"Weekday","TRUE","Morning","TRUE"
"Manhattan","10","CLASS-3","Initial Alarm","First Alarm","NonM_E",6.33333333333333,0,1,1,13.6166666666667,"Weekday","TRUE","Morning","FALSE"
"Queens","14","EMS","DEFAULT RECORD","First Alarm","M_E",2.7,1,0,0,17.45,"Weekday","TRUE","Morning","TRUE"
"Bronx","14","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.78333333333333,1,1,2,43.6833333333333,"Weekday","TRUE","Morning","FALSE"
"Brooklyn","9","PHONE","Initial Alarm","First Alarm","NonM_E",5.1,1,1,0,4.28333333333333,"Weekday","TRUE","Morning","FALSE"
"Manhattan","12","CLASS-3","Initial Alarm","First Alarm","NonM_E",5.7,1,1,0,14.15,"Weekday","TRUE","Morning","FALSE"
"Queens","5","EMS","Initial Alarm","First Alarm","M_E",5.33333333333333,0,0,1,15.15,"Weekday","TRUE","Morning","TRUE"
